title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Ground Clearance,Power,Mileage,Fuel,Drive Type,Seating Capacity,No. of Airbags,Length,Global NCAP Safety Rating,Top Speed,Boot Space,Range,Battery Capacity,Charging Time DC,Charging Time AC
2012 Honda Brio S MT,₹2.51 Lakh,"Khondhwa KH, Pune",Apr 2012,Comprehensive,Petrol,5 Seats,"39,500 Kms",Pune,First Owner,1198 cc,Manual,2012,1198 cc,,86.8 bhp,19.4 kmpl,Petrol,,,,3610mm,,,,,,,
2014 Hyundai i20 Sportz 1.4 CRDi,₹5 Lakh,"City, Pune",Mar 2014,Expired,Diesel,5 Seats,"85,000 Kms",baramati,First Owner,1396 cc,Manual,2014,1396 cc,,88.76 bhp,21.9 kmpl,Diesel,,,,3995mm,,,,,,,
2019 Maruti Alto 800 LXI CNG,₹3.59 Lakh,"Wagholi, Pune",Dec 2019,Comprehensive,CNG,5 Seats,"40,605 Kms",Pimpri chinchwad,First Owner,796 cc,Manual,2019,796 cc,,47.3 bhp,33 km/kg,CNG,,,1,,,,,,,,
2014 Honda Amaze VX i-Vtech,₹3.40 Lakh,"Undri, Pune",Jul 2014,Third Party,Petrol,5 Seats,"77,518 Kms",panvel,Second Owner,1198 cc,Manual,2014,1198 cc,,86.7 bhp,18 kmpl,Petrol,,,,,,,,,,,
2010 BMW 3 Series 320d,₹6 Lakh,Pune,2010,Expired,Diesel,5 Seats,"1,50,000 Kms",Aurangabad,Fourth Owner,1995 cc,Automatic,2010,1995 cc,,,13.2 kmpl,Diesel,,,,,,,,,,,
2015 Mahindra XUV500 W6 2WD,₹5.99 Lakh,"Yerwada, Pune",Mar 2015,Comprehensive,Diesel,7 Seats,"1,05,000 Kms",Mumbai,Second Owner,2179 cc,Manual,2015,2179 cc,200mm,140 bhp,16 kmpl,,FWD,7,,,,,,,,,
2012 Mercedes-Benz C-Class 220 CDI MT,₹7.25 Lakh,Pune,2012,Expired,Diesel,5 Seats,"1,50,000 Kms",Pimpri chinchwad,Third Owner,2148 cc,Manual,2012,,,,,,,,,,,,,,,,
2013 Maruti Ertiga ZXI,₹4.75 Lakh,"Thathawade, Pune",Sept 2013,Expired,Petrol,7 Seats,"64,428 Kms",Mumbai,First Owner,1462 cc,Manual,2013,1462 cc,,101.65 bhp,20.51 kmpl,Petrol,,7,,,,,,,,,
2012 Volkswagen Polo Diesel Comfortline 1.2L,₹2.99 Lakh,"Yerwada, Pune",Dec 2012,Comprehensive,Diesel,5 Seats,"1,10,000 Kms",Pune,Third Owner,1199 cc,Manual,2012,1199 cc,,73.9 bhp,22.07 kmpl,Diesel,,,,3970mm,,,,,,,
2020 Hyundai Aura SX Plus AMT,₹6.70 Lakh,"Kothrud, Pune",Aug 2020,Comprehensive,Petrol,5 Seats,"27,000 Kms",Pune,First Owner,1197 cc,Automatic,2020,1197 cc,,81.86 bhp,20.1 kmpl,Petrol,,,2,,,,,,,,
2017 Renault KWID 1.0 RXT Opt,₹3.47 Lakh,"Wakad, Pune",Mar 2017,Comprehensive,Petrol,5 Seats,"22,902 Kms",Thane,First Owner,999 cc,Manual,2017,999 cc,,67 bhp,21.74 kmpl,Petrol,,,2,,,,,,,,
2011 Volkswagen Polo Petrol Trendline 1.2L,₹3.50 Lakh,"Bibvewadi, Pune",Jan 2012,Third Party,Petrol,5 Seats,"81,000 Kms",Pune,First Owner,1198 cc,Manual,2011,1198 cc,,73.9 bhp,16.47 kmpl,Petrol,,,,3970mm,,,,,,,
2017 Maruti Swift AMT ZXI,₹5.11 Lakh,"Wakad, Pune",Feb 2018,Comprehensive,Petrol,5 Seats,"41,434 Kms",Pune,Second Owner,1197 cc,Automatic,2017,1197 cc,,81.80 bhp,21.21 kmpl,Petrol,,,2,,,,,,,,
2016 Hyundai Creta 1.6 SX Diesel,₹8.75 Lakh,"Wakad, Pune",Mar 2017,Comprehensive,Diesel,5 Seats,"49,988 Kms",Pune,First Owner,1582 cc,Manual,2016,1582 cc,,126.2 bhp,20.5 kmpl,Diesel,FWD,5,,,,,,,,,
2018 Maruti Alto K10 LXI CNG Optional,₹3.45 Lakh,"Kothrud, Pune",Mar 2019,Comprehensive,CNG,4 Seats,"35,000 Kms",Pune,First Owner,998 cc,Manual,2018,998 cc,,58.2 bhp,32.26 km/kg,CNG,,,,3545mm,,,,,,,
2017 Audi Q3 30 TFSI Premium FWD,₹19.50 Lakh,"Baner, Pune",Jan 2018,Expired,Petrol,5 Seats,"46,000 Kms",Mumbai,First Owner,1395 cc,Automatic,2017,1395 cc,,147.51 bhp,,Petrol,FWD,5,,,,204 kmph,,,,,
2019 Mini 3 DOOR Cooper D,₹37 Lakh,"R.s., Pune",Dec 2019,Comprehensive,Diesel,4 Seats,"24,200 Kms",Pune,First Owner,1496 cc,Automatic,2019,1496 cc,,113.98 bhp,20.7 kmpl,Diesel,,,8,,,,,,,,
2020 Honda City i-VTEC V,₹8.45 Lakh,"Kharadi, Pune",Jul 2020,Third Party,Petrol,5 Seats,"14,000 Kms",Mumbai,First Owner,1497 cc,Manual,2020,1497 cc,,117.6 bhp,17.4 kmpl,Petrol,,,2,,,,,,,,
2018 Maruti Eeco 5 Seater AC BSIV,₹11.50 Lakh,"Dhankawadi, Pune",,Expired,Petrol,5 Seats,"12,345 Kms",,,1196 cc,Manual,2018,1196 cc,,73 bhp,15.37 kmpl,Petrol,,"5, 7",,,,,,,,,
2017 Maruti Baleno 1.2 Delta,₹5.70 Lakh,"Pashan, Pune",Aug 2017,Expired,Petrol,5 Seats,"53,146 Kms",Pune,First Owner,1197 cc,Manual,2017,1197 cc,,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,
2022 Tata Tigor EV XZ Plus Dual Tone,₹7 Lakh,Pune,2022,Expired,Electric,5 Seats,"90,000 Kms",Pune,First Owner,,Automatic,2022,,,,,,,,,,,,,,,,
2023 Volkswagen Virtus GT Plus DSG,₹19.50 Lakh,"Hadapsar, Pune",,Expired,Petrol,5 Seats,"15,000 Kms",,,1498 cc,Automatic,2023,1498 cc,,147.51 bhp,18.67 kmpl,Petrol,,,,,,,521 Litres,,,,
2012 BMW 3 Series 320d,₹9.25 Lakh,"Mundhwa, Pune",Aug 2012,Comprehensive,Diesel,5 Seats,"1,18,900 Kms",Pune,Second Owner,1995 cc,Automatic,2012,1995 cc,,,13.2 kmpl,Diesel,,,,,,,,,,,
2010 Maruti Ritz VXi,₹1.45 Lakh,Pune,2010,Expired,Petrol,5 Seats,"70,000 Kms",New Delhi,First Owner,1197 cc,Manual,2010,1197 cc,,85.80 bhp,18.5 kmpl,Petrol,,,,3775mm,,,,,,,
2010 Ford Figo Petrol EXI,₹1.94 Lakh,"Hadapsar, Pune",Mar 2011,Comprehensive,Petrol,5 Seats,"49,850 Kms",panvel,First Owner,1196 cc,Manual,2010,1196 cc,,70.02 bhp,15.6 kmpl,Petrol,,,,3795mm,,,,,,,
2023 Tata Altroz XZ Plus,₹9.82 Lakh,Pune,2023,Expired,Petrol,5 Seats,"10,000 Kms",Pune,First Owner,1199 cc,Manual,2023,1199 cc,,86.83 bhp,19.33 kmpl,Petrol,,,2,,,,,,,,
2009 Hyundai i10 Era,₹1 Lakh,Pune,2009,Expired,Petrol,5 Seats,"40,000 Kms",Pune,First Owner,1086 cc,Manual,2009,1086 cc,,68.05 bhp,19.81 kmpl,Petrol,,,,3585mm,,,,,,,
2012 BMW X1 sDrive20d,₹7 Lakh,Pune,2012,Expired,Diesel,5 Seats,"70,000 Kms",Noida,Second Owner,1995 cc,Automatic,2012,1995 cc,,184 bhp,,Diesel,RWD,5,,,,205 kmph,,,,,
2018 Hyundai Verna VTVT 1.6 SX Option,₹7.80 Lakh,"R P T S Khandala, Pune",Feb 2018,Third Party,Petrol,5 Seats,"32,300 Kms",Mumbai,First Owner,1591 cc,Manual,2018,1591 cc,,121.3 bhp,17 kmpl,Petrol,,,6,,,,,,,,
2015 Maruti Swift VXI,₹3.75 Lakh,"Thathawade, Pune",Feb 2015,Comprehensive,Petrol,5 Seats,"41,380 Kms",Navi Mumbai,First Owner,1197 cc,Manual,2015,1197 cc,,88.50 bhp,22.38 kmpl,Petrol,,,,,,,268 Litres,,,,
2019 Maruti S Cross Alpha DDiS 200 SH,₹8.40 Lakh,"Bhosari I.e., Pune",Nov 2019,Expired,Diesel,5 Seats,"97,000 Kms",Pimpri chinchwad,First Owner,1248 cc,Manual,2019,,,,,,,,,,,,,,,,
2023 Hyundai Verna SX,₹12.75 Lakh,"Rahatani, Pune",Nov 2023,Comprehensive,Petrol,5 Seats,"36,000 Kms",Pimpri chinchwad,First Owner,1497 cc,Manual,2023,1497 cc,,113.18 bhp,18.6 kmpl,Petrol,,,,,5 Star,,528 Litres,,,,
2022 Hyundai Creta SX Opt Turbo BSVI,₹16.75 Lakh,"R.s., Pune",Mar 2022,Comprehensive,Petrol,5 Seats,"83,700 Kms",Pimpri chinchwad,First Owner,1353 cc,Automatic,2022,1353 cc,,138.12 bhp,11 kmpl,Petrol,,5,6,,,,,,,,
2021 Maruti Baleno Delta Diesel,₹6.51 Lakh,"Wakad, Pune",Apr 2021,Comprehensive,Diesel,5 Seats,"5,313 Kms",Pimpri chinchwad,First Owner,1248 cc,Manual,2021,1248 cc,,74 bhp,27.39 kmpl,Diesel,,,2,,,,,,,,
2020 Mahindra XUV300 W8 Diesel,₹7.97 Lakh,"Wakad, Pune",Feb 2020,Comprehensive,Diesel,5 Seats,"31,444 Kms",Pune,Second Owner,1497 cc,Manual,2020,1497 cc,,115.05 bhp,,Diesel,FWD,5,2,,5 Star,,,,,,
2015 Hyundai i20 Asta 1.2,₹4.57 Lakh,"Undri, Pune",Jan 2015,Third Party,Petrol,5 Seats,"52,807 Kms",Pimpri chinchwad,Second Owner,1197 cc,Manual,2015,1197 cc,,81.83 bhp,18.6 kmpl,Petrol,,,,3985mm,,,,,,,
2012 Tata Indica Quadrajet VX,₹2.51 Lakh,"City, Pune",Feb 2012,Third Party,Diesel,5 Seats,"1,29,000 Kms",Pimpri chinchwad,Second Owner,1248 cc,Manual,2012,,,,,,,,,,,,,,,,
2014 Skoda Rapid 1.6 MPI Elegance,₹3.65 Lakh,"Shaniwar Peth, Pune",Apr 2014,Third Party,Petrol,5 Seats,"45,000 Kms",Mumbai,First Owner,1598 cc,Manual,2014,1598 cc,,103.5 bhp,15 kmpl,Petrol,,,,,,,,,,,
2013 Honda Brio S MT,₹2.39 Lakh,"Wakad, Pune",Sept 2013,Comprehensive,Petrol,5 Seats,"1,09,777 Kms",Pune,Second Owner,1198 cc,Manual,2013,1198 cc,,86.8 bhp,19.4 kmpl,Petrol,,,,3610mm,,,,,,,
2013 Mercedes-Benz C-Class C 200 CGI,₹11 Lakh,"Pashan, Pune",Jul 2013,Expired,Petrol,5 Seats,"27,000 Kms",Pune,First Owner,1991 cc,Automatic,2013,1991 cc,,184 bhp,,Petrol,RWD,5,,,,235 kmph,,,,,
2015 Volkswagen Polo 1.5 TDI Comfortline,₹4.15 Lakh,"Rahatani, Pune",Oct 2015,Comprehensive,Diesel,5 Seats,"1,25,000 Kms",Pune,Second Owner,1498 cc,Manual,2015,1498 cc,,88 bhp,20.14 kmpl,Diesel,,,,3971mm,,,,,,,
2012 Land Rover Range Rover Evoque 2.2L Dynamic,₹14.50 Lakh,"R.s., Pune",Oct 2012,Expired,Diesel,5 Seats,"1,05,200 Kms",Mumbai,Third Owner,2179 cc,Automatic,2012,2179 cc,,187.7 bhp,,Diesel,4WD,,,,,195 kmph,,,,,
2013 Honda Amaze S i-Dtech,₹3.25 Lakh,"Wakad, Pune",May 2013,Expired,Diesel,5 Seats,"90,854 Kms",Thane,Second Owner,1498 cc,Manual,2013,1498 cc,,98.6 bhp,25.8 kmpl,Diesel,,,,,,,,,,,
2015 Honda Amaze SX i-VTEC,₹4 Lakh,"Kothrud, Pune",Jun 2015,Comprehensive,Petrol,5 Seats,"60,000 Kms",Pune,First Owner,1198 cc,Manual,2015,1198 cc,,86.7 bhp,18 kmpl,Petrol,,,,,,,,,,,
2018 Toyota Fortuner 2.8 2WD MT BSIV,₹29.50 Lakh,"Fatima Nagar, Pune",Apr 2018,Expired,Diesel,7 Seats,"1,06,000 Kms",Pimpri chinchwad,First Owner,2755 cc,Manual,2018,2755 cc,220mm,174.5 bhp,14.24 kmpl,,RWD,7,,,,,,,,,
2014 Renault Scala RxL,₹2.99 Lakh,"Yerwada, Pune",Jul 2014,Comprehensive,Petrol,5 Seats,"66,000 Kms",Pimpri chinchwad,First Owner,1498 cc,Manual,2014,1498 cc,,97.6 bhp,16.95 kmpl,Petrol,,,,,,,,,,,
2012 Mahindra XUV500 W8 FWD,₹3.60 Lakh,"R P T S Khandala, Pune",Feb 2012,Third Party,Diesel,7 Seats,"1,03,000 Kms",Pimpri chinchwad,Fourth Owner,2179 cc,Manual,2012,2179 cc,,140 bhp,15.1 kmpl,Diesel,AWD,7,,,,,,,,,
2017 Ford Ecosport 1.5 TDCi Ambiente BSIV,₹5.74 Lakh,"Wakad, Pune",Jul 2017,Comprehensive,Diesel,5 Seats,"66,280 Kms",shrirampur,Second Owner,1498 cc,Manual,2017,1498 cc,200mm,98.59 bhp,22.77 kmpl,,FWD,,,,,,,,,,
2012 Toyota Fortuner 4x2 Manual,₹10.50 Lakh,Pune,2012,Expired,Diesel,7 Seats,"1,60,000 Kms",Pimpri chinchwad,Second Owner,2982 cc,Manual,2012,2982 cc,220mm,168.5 bhp,13 kmpl,,FWD,7,,,,,,,,,
2018 Honda WR-V i-VTEC VX,₹5.85 Lakh,"Thathawade, Pune",Sept 2018,Third Party,Petrol,5 Seats,"94,333 Kms",Pune,First Owner,1199 cc,Manual,2018,1199 cc,188mm,88.7 bhp,17.5 kmpl,,FWD,,,,,,,,,,
2013 Toyota Etios Liva G,₹3 Lakh,"Khondhwa KH, Pune",Oct 2013,Third Party,Petrol,5 Seats,"82,000 Kms",Pune,Second Owner,1197 cc,Manual,2013,1197 cc,,78.9 bhp,17.71 kmpl,Petrol,,,,3775mm,,,,,,,
2023 Maruti Alto K10 VXI Plus,₹5.12 Lakh,"Wakad, Pune",Jun 2023,Comprehensive,Petrol,5 Seats,"4,882 Kms",Pimpri chinchwad,First Owner,998 cc,Manual,2023,998 cc,,65.71 bhp,24.39 kmpl,Petrol,,,,,,,214 Litres,,,,
2019 Maruti XL6 Zeta,₹8.90 Lakh,"R P T S Khandala, Pune",Dec 2019,Expired,Petrol,6 Seats,"47,100 Kms",Nashik,First Owner,1462 cc,Manual,2019,,,,,,,,,,,,,,,,
2015 Mercedes-Benz GLA Class 200 d Sport,₹15.50 Lakh,"Undri, Pune",Jul 2015,Third Party,Diesel,5 Seats,"75,232 Kms",Thane,First Owner,2143 cc,Automatic,2015,2143 cc,,136 bhp,,Diesel,2WD,5,,,,205 kmph,,,,,
2015 Honda City i VTEC CVT SV,₹7.20 Lakh,"Dhankawadi, Pune",Nov 2015,Expired,Petrol,5 Seats,"70,862 Kms",Pune,First Owner,1497 cc,Automatic,2015,1497 cc,,117.3 bhp,18 kmpl,Petrol,,,,,,,,,,,
2015 Hyundai i10 Sportz 1.1L,₹3.25 Lakh,"Mohamadwadi, Pune",May 2015,Third Party,Petrol,5 Seats,"44,000 Kms",Mumbai,First Owner,1086 cc,Manual,2015,1086 cc,,68.05 bhp,19.81 kmpl,Petrol,,,,3585mm,,,,,,,
2014 Hyundai Verna 1.6 VTVT SX,₹4.78 Lakh,"Hadapsar, Pune",May 2014,Comprehensive,Petrol,5 Seats,"46,074 Kms",Pune,First Owner,1591 cc,Manual,2014,1591 cc,,121.3 bhp,17.01 kmpl,Petrol,,,,,,,,,,,
2013 Renault Duster Petrol RxL,₹2.89 Lakh,"Pimple Saudagar, Pune",Jun 2013,Third Party,Petrol,5 Seats,"91,000 Kms",Pune,Second Owner,1598 cc,Manual,2013,1598 cc,205mm,102.57 bhp,13.24 kmpl,,FWD,,,,,,,,,,
2016 Honda City i VTEC CVT VX,₹5.79 Lakh,"Thathawade, Pune",Apr 2016,Expired,Petrol,5 Seats,"89,626 Kms",Pimpri chinchwad,First Owner,1497 cc,Automatic,2016,1497 cc,,117.3 bhp,18 kmpl,Petrol,,,,,,,,,,,
2020 Renault Triber RXZ BSIV,₹5.55 Lakh,"Rahatani, Pune",Mar 2020,Comprehensive,Petrol,7 Seats,"27,000 Kms",Pimpri chinchwad,Second Owner,999 cc,Manual,2020,999 cc,,72 bhp,20 kmpl,Petrol,,7,,,,,,,,,
2021 BMW X1 sDrive20i xLine,₹29.95 Lakh,"Infotech Park, Pune",Dec 2021,Comprehensive,Petrol,5 Seats,"21,469 Kms",Pune,First Owner,1998 cc,Automatic,2021,1998 cc,,189 bhp,,Petrol,FWD,5,,,,225 kmph,,,,,
2015 Renault KWID RXT,₹2.49 Lakh,"Yerwada, Pune",Oct 2015,Expired,Petrol,5 Seats,"32,000 Kms",Ahmednagar,Second Owner,799 cc,Manual,2015,799 cc,,53.3 bhp,25.17 kmpl,Petrol,,,,3679mm,,,,,,,
2022 Maruti Ertiga CNG VXI,₹10.50 Lakh,"Kothrud, Pune",Aug 2022,Third Party,CNG,7 Seats,"63,000 Kms",Pune,First Owner,1462 cc,Manual,2022,1462 cc,,91.19 bhp,26.08 km/kg,CNG,,7,,,,,,,,,
2015 Hyundai Xcent 1.2 Kappa SX Option,₹3.80 Lakh,"Thathawade, Pune",Mar 2015,Third Party,Petrol,5 Seats,"74,338 Kms",Mumbai,Second Owner,1197 cc,Manual,2015,1197 cc,,82 bhp,19.1 kmpl,Petrol,,,,,,,,,,,
2020 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹6.34 Lakh,"Wagholi, Pune",Jul 2020,Comprehensive,Petrol,5 Seats,"21,385 Kms",Pune,First Owner,1197 cc,Manual,2020,1197 cc,,81.86 bhp,18.9 kmpl,Petrol,,,2,,,,,,,,
2014 Honda City i VTEC SV,₹3.50 Lakh,Pune,2014,Expired,Petrol,5 Seats,"40,000 Kms",Mumbai,Second Owner,1497 cc,Manual,2014,1497 cc,,117.3 bhp,17.4 kmpl,Petrol,,,,,,,,,,,
2022 Maruti Celerio VXI CNG,₹5.38 Lakh,"Thathawade, Pune",Jun 2022,Third Party,CNG,5 Seats,"45,572 Kms",Ratnagiri,First Owner,998 cc,Manual,2022,998 cc,,55.92 bhp,34.43 km/kg,CNG,,,6,,,,,,,,
2015 Maruti Swift Dzire VXI,₹4.65 Lakh,"Yerwada, Pune",Oct 2015,Comprehensive,Petrol,5 Seats,"89,000 Kms",Pune,First Owner,1197 cc,Manual,2015,1197 cc,,83.14 bhp,20.85 kmpl,Petrol,,,,,,,,,,,
2022 Mahindra Thar LX 4-Str Hard Top AT RWD BSVI,₹13.18 Lakh,"Thathawade, Pune",Sept 2022,Zero Dep,Petrol,4 Seats,"11,726 Kms",Pune,First Owner,1997 cc,Automatic,2022,1997 cc,226mm,150 bhp,8 kmpl,,RWD,4,,,4 Star,,,,,,
2019 Hyundai Venue SX Plus Turbo DCT BSIV,₹7.60 Lakh,"Undri, Pune",Oct 2019,Comprehensive,Petrol,5 Seats,"35,271 Kms",Kolhapur,Second Owner,998 cc,Automatic,2019,998 cc,,118.35 bhp,18.15 kmpl,Petrol,FWD,,,,,,,,,,
2016 Maruti Wagon R AMT VXI,₹4.10 Lakh,"Wakad, Pune",Oct 2016,Expired,Petrol,5 Seats,"29,000 Kms",Pune,First Owner,998 cc,Automatic,2016,998 cc,,67 bhp,20.51 kmpl,Petrol,,,,3599mm,,,,,,,
2020 Kia Seltos HTX IVT G,₹12.71 Lakh,"Wakad, Pune",Jan 2020,Comprehensive,Petrol,5 Seats,"29,883 Kms",Pimpri chinchwad,First Owner,1497 cc,Automatic,2020,1497 cc,,113.42 bhp,16.8 kmpl,Petrol,2WD,5,,,,,,,,,
2019 Honda WR-V i-VTEC S,₹7.50 Lakh,"Pashan, Pune",May 2019,Third Party,Petrol,5 Seats,"28,000 Kms",Pune,First Owner,1199 cc,Manual,2019,1199 cc,188mm,88.7 bhp,17.5 kmpl,,FWD,,,,,,,,,,
2016 Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,₹5.49 Lakh,"Shaniwar Peth, Pune",Jan 2017,Expired,Petrol,5 Seats,"58,000 Kms",Pune,First Owner,999 cc,Manual,2016,999 cc,200mm,123.24 bhp,18.88 kmpl,,FWD,,,,,,,,,,
2016 Honda Jazz 1.2 SV i VTEC,₹3.96 Lakh,"Undri, Pune",Oct 2016,Third Party,Petrol,5 Seats,"66,706 Kms",Mumbai,First Owner,1199 cc,Manual,2016,,,,,,,,,,,,,,,,
2012 Mercedes-Benz C-Class C 200 CGI,₹8.50 Lakh,"Baner, Pune",Feb 2012,Expired,Petrol,5 Seats,"27,000 Kms",Pimpri chinchwad,Second Owner,1991 cc,Automatic,2012,1991 cc,,184 bhp,,Petrol,RWD,5,,,,235 kmph,,,,,
2015 Hyundai Grand i10 AT Asta,₹4.30 Lakh,"Kothrud, Pune",Aug 2015,Expired,Petrol,5 Seats,"84,000 Kms",Kolhapur,Second Owner,1197 cc,Automatic,2015,,,,,,,,,,,,,,,,
2013 Maruti Swift Dzire VXI,₹3.20 Lakh,Pune,2013,Expired,Petrol,5 Seats,"10,000 Kms",,First Owner,1197 cc,Manual,2013,1197 cc,,85.8 bhp,19.1 kmpl,Petrol,,,,,,,,,,,
2021 Hyundai i20 Asta BSVI,₹8.05 Lakh,Pune,2021,Expired,Petrol,5 Seats,"40,000 Kms",Pimpri chinchwad,First Owner,1197 cc,Manual,2021,1197 cc,,81.80 bhp,21 kmpl,Petrol,,,2,,,,,,,,
2019 Skoda Rapid 1.6 MPI AT Style BSIV,₹6.95 Lakh,"Viman Nagar, Pune",Dec 2019,Expired,Petrol,5 Seats,"65,500 Kms",Navi Mumbai,First Owner,1598 cc,Automatic,2019,1598 cc,,103.2 bhp,14.84 kmpl,Petrol,,,4,,,,,,,,
2013 Hyundai i20 Sportz 1.2,₹3.25 Lakh,"Khondhwa KH, Pune",Mar 2013,Comprehensive,Petrol,5 Seats,"68,000 Kms",Pimpri chinchwad,First Owner,1197 cc,Manual,2013,1197 cc,,82.85 bhp,18.5 kmpl,Petrol,,,,3995mm,,,,,,,
2020 Kia Seltos HTK G,₹9.99 Lakh,"Kasarwadi, Pune",Nov 2020,Comprehensive,Petrol,5 Seats,"36,000 Kms",Pune,First Owner,1497 cc,Manual,2020,1497 cc,,113.43 bhp,16.8 kmpl,Petrol,FWD,,,,,,,,,,
2020 Hyundai Creta SX Opt Turbo DCT,₹13.50 Lakh,"Wakad, Pune",Jul 2020,Comprehensive,Petrol,5 Seats,"74,254 Kms",Pune,First Owner,1397 cc,Automatic,2020,1397 cc,,138.12 bhp,11 kmpl,Petrol,,5,6,,,,,,,,
2012 Maruti Alto K10 VXI,₹1.85 Lakh,"Wakad, Pune",Aug 2012,Comprehensive,Petrol,5 Seats,"77,236 Kms",Nashik,Second Owner,998 cc,Manual,2012,998 cc,,67.05 bhp,23.95 kmpl,Petrol,,,1,,,,,,,,
2015 Volkswagen Polo Exquisite 1.2 MPI Highline,₹5 Lakh,"Pashan, Pune",Nov 2015,Expired,Petrol,5 Seats,"80,000 Kms",Pune,First Owner,1198 cc,Manual,2015,1198 cc,,74 bhp,16.47 kmpl,Petrol,,,,3971mm,,,,,,,
2015 Tata Nano Twist XTA,₹2.15 Lakh,"Thergaon, Pune",Nov 2015,Comprehensive,Petrol,5 Seats,"40,000 Kms",Pune,First Owner,624 cc,Automatic,2015,624 cc,,37.5 bhp,25.4 kmpl,Petrol,,,,3099mm,,,,,,,
2011 Skoda Fabia 1.2 MPI Elegance,₹2.45 Lakh,"Rahatani, Pune",Jan 2012,Third Party,Petrol,5 Seats,"79,000 Kms",panvel,First Owner,1198 cc,Manual,2011,,,,,,,,,,,,,,,,
2015 Maruti Wagon R VXI BS IV,₹3.38 Lakh,"Thathawade, Pune",Feb 2015,Comprehensive,Petrol,5 Seats,"29,034 Kms",kalyan,First Owner,998 cc,Manual,2015,998 cc,,67.04 bhp,20.51 kmpl,Petrol,,,,3599mm,,,,,,,
2013 Toyota Etios VD,₹4.40 Lakh,"Loni Kalbhor, Pune",Oct 2013,Expired,Diesel,5 Seats,"62,000 Kms",Pune,Second Owner,1364 cc,Manual,2013,1364 cc,,67.04 bhp,23.59 kmpl,Diesel,,,,,,,,,,,
2020 Hyundai Grand i10 Nios Sportz,₹6.50 Lakh,"Rahatani, Pune",Mar 2020,Expired,Petrol,5 Seats,"61,000 Kms",Pune,First Owner,1197 cc,Manual,2020,1197 cc,,81.86 bhp,20.7 kmpl,Petrol,,,2,,,,,,,,
2021 Maruti Swift Dzire VXI BSVI,₹6.90 Lakh,"Kasarwadi, Pune",Dec 2021,Third Party,Petrol,5 Seats,"33,349 Kms",Pune,First Owner,1197 cc,Manual,2021,1197 cc,,88.50 bhp,22.41 kmpl,Petrol,,,2,,,,,,,,
2012 Maruti Alto K10 2010-2014 VXI,₹2 Lakh,"Kothrud, Pune",Oct 2012,Expired,Petrol,5 Seats,"25,000 Kms",Pune,First Owner,998 cc,Manual,2012,998 cc,,67.1 bhp,20.92 kmpl,Petrol,,,,3620mm,,,,,,,
2018 Tata Tiago 1.2 Revotron XZ,₹4.72 Lakh,"Wakad, Pune",Mar 2018,Comprehensive,Petrol,5 Seats,"48,189 Kms",Pimpri chinchwad,First Owner,1199 cc,Manual,2018,1199 cc,,84 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,
2021 Maruti Wagon R CNG LXI,₹5.90 Lakh,"Loni Kalbhor, Pune",Feb 2021,Comprehensive,CNG,5 Seats,"49,000 Kms",Pune,First Owner,998 cc,Manual,2021,998 cc,,58.33 bhp,32.52 km/kg,CNG,,,1,,,,,,,,
2018 Maruti Celerio VXI Optional AMT BSIV,₹4.30 Lakh,Pune,2018,Expired,Petrol,5 Seats,"50,000 Kms",Pune,First Owner,998 cc,Automatic,2018,,,,,,,,,,,,,,,,
2022 Skoda Slavia 1.5 TSI Style AT BSVI,₹15.30 Lakh,"Kothrud, Pune",Sept 2023,Comprehensive,Petrol,5 Seats,"27,700 Kms",Pimpri chinchwad,First Owner,1498 cc,Automatic,2022,1498 cc,,147.52 bhp,18.41 kmpl,Petrol,,,6,,,,,,,,
2016 Tata Zest Revotron 1.2T XM,₹2.99 Lakh,"Devale, Pune",May 2016,Third Party,Petrol,5 Seats,"1,07,000 Kms",Sangli,First Owner,1193 cc,Manual,2016,1193 cc,,88.7 bhp,17.57 kmpl,Petrol,,,2,,,,,,,,
2013 Mercedes-Benz GL-Class 350 CDI Blue Efficiency,₹21 Lakh,"Baner, Pune",Oct 2013,Expired,Diesel,7 Seats,"1,72,076 Kms",Mumbai,Second Owner,2987 cc,Automatic,2013,2987 cc,,254.8 bhp,,Diesel,AWD,,,,,220 kmph,,,,,
2017 Maruti Baleno Delta Diesel,₹5.27 Lakh,"Wakad, Pune",May 2017,Comprehensive,Diesel,5 Seats,"36,591 Kms",Kolhapur,First Owner,1248 cc,Manual,2017,1248 cc,,74 bhp,27.39 kmpl,Diesel,,,2,,,,,,,,
2022 Volkswagen Tiguan 2.0 TSI Elegance BSVI,₹22.50 Lakh,"Kothrud, Pune",Nov 2022,Zero Dep,Petrol,5 Seats,"62,500 Kms",Pimpri chinchwad,First Owner,1984 cc,Automatic,2022,1984 cc,,187.74 bhp,12.65 kmpl,Petrol,AWD,5,,,,,,,,,
