title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Mileage,Fuel,No. of Airbags,Length,Seating Capacity,Drive Type,Top Speed,Ground Clearance,Boot Space,Global NCAP Safety Rating,Range,Battery Capacity,Charging Time DC,Charging Time AC
2022 Mahindra Scorpio N Z8L Diesel AT BSVI,₹19 Lakh,"Ambli, Ahmedabad",Oct 2022,Comprehensive,Diesel,7 Seats,"1,00,000 Kms",Gandhinagar,First Owner,2198 cc,Automatic,2022,,,,,,,,,,,,,,,,
2016 Hyundai Grand i10 Sportz,₹4.50 Lakh,"Naranpura Vistar, Ahmedabad",Aug 2016,Comprehensive,Petrol,5 Seats,"42,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2016,1197 cc,82 bhp,18.9 kmpl,Petrol,,3765mm,,,,,,,,,,
2016 Honda City i DTec VX,₹5.75 Lakh,"Navrangpura, Ahmedabad",May 2016,Third Party,Diesel,5 Seats,"77,000 Kms",Ahmedabad,Second Owner,1498 cc,Manual,2016,1498 cc,98.6 bhp,26 kmpl,Diesel,,,,,,,,,,,,
2021 Maruti S-Presso VXI CNG 2019-2020,₹3.86 Lakh,"Naroda, Ahmedabad",Mar 2021,Third Party,CNG,4 Seats,"62,168 Kms",Bhavnagar,Second Owner,998 cc,Manual,2021,998 cc,58.33 bhp,31.2 km/kg,CNG,1,,,,,,,,,,,
2023 MG Astor Sharp Ivory MT,₹13.30 Lakh,Ahmedabad,2023,Expired,Petrol,5 Seats,"30,000 Kms",Ahmedabad,First Owner,1498 cc,Manual,2023,1498 cc,108.49 bhp,15.43 kmpl,Petrol,,,5,2WD,,,,,,,,
2020 Maruti Vitara Brezza ZXI Plus AT,₹8.58 Lakh,"Gota, Ahmedabad",Dec 2020,Expired,Petrol,5 Seats,"49,300 Kms",Ahmedabad,First Owner,1462 cc,Automatic,2020,1462 cc,103.26 bhp,18.76 kmpl,Petrol,,,,FWD,,,,,,,,
2014 Hyundai Xcent 1.2 Kappa S,₹4.50 Lakh,"Naranpura, Ahmedabad",Jan 2015,Comprehensive,Petrol,5 Seats,"61,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2014,1197 cc,82 bhp,19.1 kmpl,Petrol,,,,,,,,,,,,
2018 Toyota Fortuner 2.8 2WD MT BSIV,₹26.50 Lakh,"Gota, Ahmedabad",Oct 2018,Comprehensive,Diesel,7 Seats,"1,38,000 Kms",Gandhinagar,First Owner,2755 cc,Manual,2018,2755 cc,174.5 bhp,14.24 kmpl,,,,7,RWD,,220mm,,,,,,
2011 Maruti Swift Dzire LXI Option,₹2.10 Lakh,Ahmedabad,2011,Expired,Petrol,5 Seats,"1,00,000 Kms",Banaskantha,Second Owner,1197 cc,Manual,2011,,,,,,,,,,,,,,,,
2017 Honda WR-V Exclusive Petrol,₹4.83 Lakh,"Gota, Ahmedabad",Sept 2017,Comprehensive,Petrol,5 Seats,"81,409 Kms",Ahmedabad,First Owner,1199 cc,Manual,2017,1199 cc,88.7 bhp,17.5 kmpl,,,,,FWD,,188mm,,,,,,
2013 Hyundai i10 Era 1.1 iTech SE,₹3.25 Lakh,"Ambli, Ahmedabad",Sept 2013,Expired,Petrol,5 Seats,"71,000 Kms",Ahmedabad,First Owner,1086 cc,Manual,2013,,,,,,,,,,,,,,,,
2015 Hyundai Creta 1.6 CRDi AT SX Plus,₹5.90 Lakh,Ahmedabad,Aug 2015,Third Party,Diesel,5 Seats,"78,000 Kms",Ahmedabad,Third Owner,1582 cc,Automatic,2015,1582 cc,126.2 bhp,17.01 kmpl,,,,5,FWD,,190mm,,,,,,
2023 Tata Tiago EV XZ Plus LR,₹8.50 Lakh,Ahmedabad,2023,Expired,Electric,5 Seats,"40,000 Kms",Ahmedabad,First Owner,,Automatic,2023,,73.75 bhp,,,,,,,,,240 Litres,,315 km,24 kWh,58 Min-25 kW (10-80%),3.6H-7.2 kW (10-100%)
2017 Hyundai Grand i10 Sportz,₹4.50 Lakh,"Abasana, Ahmedabad",Jul 2017,Expired,Petrol,5 Seats,"54,000 Kms",Surat,Second Owner,1197 cc,Manual,2017,1197 cc,82 bhp,18.9 kmpl,Petrol,,3765mm,,,,,,,,,,
2017 Hyundai Verna CRDi 1.6 SX Option,₹6.75 Lakh,"Vasna, Ahmedabad",Dec 2017,Third Party,Diesel,5 Seats,"68,200 Kms",Ahmedabad,Second Owner,1582 cc,Manual,2017,1582 cc,126.2 bhp,22 kmpl,Diesel,6,,,,,,,,,,,
2021 Renault KWID Climber 1.0 MT Opt,₹4.21 Lakh,"Gota, Ahmedabad",Aug 2021,Comprehensive,Petrol,5 Seats,"41,661 Kms",Mehsana,First Owner,999 cc,Manual,2021,,,,,,,,,,,,,,,,
2014 Toyota Etios Cross 1.4L GD,₹3.35 Lakh,Ahmedabad,Jul 2015,Expired,Diesel,5 Seats,"78,000 Kms",Ahmedabad,First Owner,1364 cc,Manual,2014,1364 cc,67.06 bhp,23.59 kmpl,Diesel,2,,,,,,,,,,,
2023 Tata Nexon Creative DT,₹8.50 Lakh,Ahmedabad,2023,Expired,Petrol,5 Seats,"10,000 Kms",Ahmedabad,First Owner,1199 cc,Manual,2023,1199 cc,118.27 bhp,17.44 kmpl,,,,,FWD,,208 mm,,5 Star,,,,
2017 Honda Jazz 1.2 SV i VTEC,₹3.99 Lakh,"Gota, Ahmedabad",Mar 2017,Comprehensive,Petrol,5 Seats,"93,341 Kms",Vadodara,First Owner,1199 cc,Manual,2017,1199 cc,88.7 bhp,18.7 kmpl,Petrol,,3955mm,,,,,,,,,,
2010 Honda Jazz Active,₹1.81 Lakh,"Naranpura, Ahmedabad",May 2010,Comprehensive,Petrol,5 Seats,"72,000 Kms",Ahmedabad,Second Owner,1198 cc,Manual,2010,1198 cc,,16 kmpl,Petrol,,3900mm,,,,,,,,,,
2015 Hyundai Grand i10 Sportz,₹4.41 Lakh,"Naranpura Vistar, Ahmedabad",Jun 2015,Comprehensive,Petrol,5 Seats,"77,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2015,1197 cc,82 bhp,18.9 kmpl,Petrol,,3765mm,,,,,,,,,,
2012 Maruti Wagon R VXI CNG,₹2.74 Lakh,"Gota, Ahmedabad",Apr 2012,Comprehensive,CNG,5 Seats,"44,419 Kms",Ahmedabad,First Owner,998 cc,Manual,2012,,,,,,,,,,,,,,,,
2019 Maruti Baleno Delta,₹5 Lakh,Ahmedabad,2019,Expired,Petrol,5 Seats,"40,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2019,1197 cc,81.80 bhp,21.01 kmpl,Petrol,2,,,,,,,,,,,
2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹5.11 Lakh,"Gota, Ahmedabad",Apr 2019,Comprehensive,Petrol,5 Seats,"70,324 Kms",Gandhinagar,First Owner,1197 cc,Manual,2019,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
2018 Land Rover Range Rover Evoque 2.0 TD4 HSE,₹32 Lakh,"Paldi, Ahmedabad",Jan 2019,Comprehensive,Diesel,5 Seats,"44,000 Kms",Mahisagar,Second Owner,1999 cc,Automatic,2018,,,,,,,,,,,,,,,,
2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹5.38 Lakh,"Gota, Ahmedabad",Sept 2018,Comprehensive,Petrol,5 Seats,"56,108 Kms",Ahmedabad,First Owner,1197 cc,Manual,2018,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
2020 Honda City i-VTEC CVT VX,₹9.50 Lakh,"Navrangpura, Ahmedabad",Mar 2020,Comprehensive,Petrol,5 Seats,"65,200 Kms",Ahmedabad,First Owner,1497 cc,Automatic,2020,1497 cc,117.6 bhp,18 kmpl,Petrol,2,,,,,,,,,,,
2019 Hyundai i20 Sportz Plus BSIV,₹6.06 Lakh,"Mumatpura, Ahmedabad",Feb 2020,Expired,Petrol,5 Seats,"92,478 Kms",amreli,First Owner,1197 cc,Manual,2019,1197 cc,81.86 bhp,18.6 kmpl,Petrol,2,,,,,,,,,,,
2017 Hyundai EON Magna,₹2.84 Lakh,"Gota, Ahmedabad",Nov 2017,Comprehensive,Petrol,5 Seats,"84,542 Kms",Mandvi (Kachchh),First Owner,814 cc,Manual,2017,814 cc,,22 kmpl,Petrol,,3495 mm,,,,,,,,,,
2015 Hyundai i20 Asta 1.2,₹4.08 Lakh,"Mumatpura, Ahmedabad",Jun 2015,Third Party,Petrol,5 Seats,"1,07,724 Kms",Ahmedabad,Third Owner,1197 cc,Manual,2015,1197 cc,81.83 bhp,18.6 kmpl,Petrol,,3985mm,,,,,,,,,,
2019 Hyundai Grand i10 Sportz,₹5.25 Lakh,"Naranpura Vistar, Ahmedabad",Aug 2019,Comprehensive,Petrol,5 Seats,"61,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2019,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
2014 Mahindra XUV500 W8 2WD,₹4.90 Lakh,"Naranpura, Ahmedabad",Oct 2014,Expired,Diesel,7 Seats,"1,06,000 Kms",Ahmedabad,Second Owner,2179 cc,Manual,2014,2179 cc,140 bhp,15.1 kmpl,Diesel,,,7,FWD,,,,,,,,
2012 Hyundai EON Era Plus,₹2.31 Lakh,"Navrangpura, Ahmedabad",Nov 2012,Comprehensive,Petrol,5 Seats,"33,000 Kms",Ahmedabad,First Owner,814 cc,Manual,2012,814 cc,55.2 bhp,21.1 kmpl,Petrol,,3495mm,,,,,,,,,,
2018 Maruti Alto 800 LXI,₹2.82 Lakh,"Naroda, Ahmedabad",Dec 2018,Third Party,Petrol,5 Seats,"26,477 Kms",Surat,Second Owner,796 cc,Manual,2018,796 cc,47.33 bhp,22.05 kmpl,Petrol,1,,,,,,,,,,,
2016 Volkswagen Polo 1.2 MPI Highline,₹4.11 Lakh,"Naroda, Ahmedabad",Sept 2016,Third Party,Petrol,5 Seats,"55,515 Kms",Ahmedabad,First Owner,1199 cc,Manual,2016,1199 cc,74 bhp,16.2 kmpl,Petrol,,3971mm,,,,,,,,,,
2018 Ford Ecosport 1.5 Petrol Trend BSIV,₹5.40 Lakh,Ahmedabad,2018,Expired,Petrol,5 Seats,"1,27,363 Kms",Ahmedabad,First Owner,1497 cc,Manual,2018,1497 cc,121.36 bhp,17 kmpl,,,,,FWD,,200mm,,,,,,
2018 BMW 6 Series GT 630d M Sport 2018-2021,₹2.80 Lakh,Ahmedabad,2018,Expired,Diesel,4 Seats,"80,000 Kms",Ahmedabad,First Owner,2993 cc,Automatic,2018,2993 cc,261.4 bhp,,Diesel,6,,,FWD,,,,,,,,
2015 Honda City i DTEC SV,₹5 Lakh,"Navrangpura, Ahmedabad",May 2015,Comprehensive,Diesel,5 Seats,"50,000 Kms",Ahmedabad,First Owner,1498 cc,Manual,2015,1498 cc,98.6 bhp,26 kmpl,Diesel,,,,,,,,,,,,
2022 Maruti Alto 800 LXi,₹3.73 Lakh,"Gota, Ahmedabad",Jun 2022,Comprehensive,Petrol,5 Seats,"9,759 Kms",Ahmedabad,First Owner,796 cc,Manual,2022,796 cc,46.3 bhp,19.7 kmpl,Petrol,,3495mm,,,,,,,,,,
2016 Mercedes-Benz GLE 250d,₹33.90 Lakh,"Chattarpur, New Delhi",Jan 2016,Comprehensive,Diesel,5 Seats,"96,000 Kms",Noida,First Owner,2143 cc,Automatic,2016,,,,,,,,,,,,,,,,
2017 Jeep Compass 2.0 Longitude BSIV,₹6 Lakh,Ahmedabad,2017,Expired,Diesel,5 Seats,"70,000 Kms",Ahmedabad,Second Owner,1956 cc,Manual,2017,1956 cc,170 bhp,17.1 kmpl,,,,5,4X2,,178mm,,,,,,
2013 Hyundai Verna 1.6 CRDi EX AT,₹2.50 Lakh,Ahmedabad,2013,Expired,Diesel,5 Seats,"1,20,000 Kms",Ahmedabad,Third Owner,1582 cc,Automatic,2013,1582 cc,126.3 bhp,22.32 kmpl,Diesel,,,,,,,,,,,,
2021 Tata Altroz XZ Diesel,₹6.75 Lakh,"Mumatpura, Ahmedabad",Jul 2021,Zero Dep,Diesel,5 Seats,"45,130 Kms",Gandhinagar,First Owner,1497 cc,Manual,2021,1497 cc,88.77 bhp,23.64 kmpl,Diesel,2,,,,,,,,,,,
2023 Tata Tiago NRG XT CNG,₹6.50 Lakh,Ahmedabad,2023,Expired,CNG,5 Seats,"30,000 Kms",Surat,First Owner,1199 cc,Manual,2023,1199 cc,72 bhp,26.49 km/kg,CNG,2,,,,,,,,,,,
2011 Volkswagen Vento Petrol Comfortline,₹2.80 Lakh,"Vasna, Ahmedabad",Mar 2012,Expired,Petrol,5 Seats,"1,12,500 Kms",Sabarkantha,Second Owner,1598 cc,Manual,2011,1598 cc,103.6 bhp,15.04 kmpl,Petrol,,,,,,,,,,,,
2023 Kia Carens Luxury iMT,₹11 Lakh,Ahmedabad,2023,Expired,Petrol,7 Seats,"20,000 Kms",Ahmedabad,First Owner,1482 cc,Automatic,2023,1482 cc,157.81 bhp,,Petrol,,,"6, 7",,,,210 Litres,3 Star,,,,
2019 Ford Freestyle Titanium,₹4.81 Lakh,"Gota, Ahmedabad",Jul 2019,Comprehensive,Petrol,5 Seats,"69,834 Kms",Valsad,Second Owner,1194 cc,Manual,2019,1194 cc,94.93 bhp,18.5 kmpl,Petrol,2,,,,,,,,,,,
2018 Maruti Celerio VXI CNG,₹4 Lakh,"Mumatpura, Ahmedabad",May 2018,Expired,CNG,5 Seats,"96,825 Kms",Ahmedabad,First Owner,998 cc,Manual,2018,,,,,,,,,,,,,,,,
2015 Maruti Swift Dzire VXI,₹4.40 Lakh,"Krishnanagar, Ahmedabad",Nov 2015,Expired,Petrol,5 Seats,"71,456 Kms",Ahmedabad,First Owner,1197 cc,Manual,2015,1197 cc,83.14 bhp,20.85 kmpl,Petrol,,,,,,,,,,,,
2019 Maruti Baleno 1.2 Sigma,₹3.90 Lakh,Ahmedabad,2019,Expired,Petrol,5 Seats,"50,000 Kms",,First Owner,1197 cc,Manual,2019,1197 cc,83.1 bhp,21.4 kmpl,Petrol,,3995mm,,,,,,,,,,
2016 Maruti Swift Dzire VDI,₹4.99 Lakh,"Naranpura, Ahmedabad",Oct 2016,Comprehensive,Diesel,5 Seats,"75,000 Kms",Ahmedabad,First Owner,1248 cc,Manual,2016,1248 cc,74 bhp,26.59 kmpl,Diesel,,,,,,,,,,,,
2020 Kia Sonet HTK Plus BSVI,₹8.50 Lakh,"Abasana, Ahmedabad",Jan 2021,Expired,Petrol,5 Seats,"34,000 Kms",Sabarkantha,First Owner,1197 cc,Manual,2020,1197 cc,81.86 bhp,18.4 kmpl,Petrol,,,,FWD,,,,,,,,
2015 Maruti Wagon R VXI BS IV,₹3.50 Lakh,"Makarba, Ahmedabad",Dec 2015,Expired,Petrol,5 Seats,"39,000 Kms",Ahmedabad,Second Owner,998 cc,Manual,2015,998 cc,67.04 bhp,20.51 kmpl,Petrol,,3599mm,,,,,,,,,,
2011 Tata Indica Aqua 1.3 Quadrajet,₹1.25 Lakh,"Navrangpura, Ahmedabad",Apr 2021,Third Party,Diesel,5 Seats,"65,000 Kms",Bhavnagar,First Owner,1248 cc,Manual,2011,1248 cc,,18 kmpl,Diesel,,3795 mm,,,,,,,,,,
2017 Honda Jazz 1.2 V AT i VTEC,₹5.50 Lakh,"Krishnanagar, Ahmedabad",May 2017,Comprehensive,Petrol,5 Seats,"36,000 Kms",Ahmedabad,First Owner,1199 cc,Automatic,2017,1199 cc,88.7 bhp,19 kmpl,Petrol,,3955mm,,,,,,,,,,
2017 Renault KWID 1.0 RXT Opt,₹2.97 Lakh,"Gota, Ahmedabad",Feb 2017,Comprehensive,Petrol,5 Seats,"45,985 Kms",Vadodara,Second Owner,999 cc,Manual,2017,999 cc,67 bhp,21.74 kmpl,Petrol,2,,,,,,,,,,,
2014 Hyundai Grand i10 Magna,₹2.50 Lakh,Ahmedabad,2014,Expired,Petrol,5 Seats,"70,000 Kms",Ahmedabad,Fourth Owner,1197 cc,Manual,2014,1197 cc,82 bhp,18.9 kmpl,Petrol,,3765mm,,,,,,,,,,
2015 Honda Amaze S i-Vtech,₹4.25 Lakh,"Makarba, Ahmedabad",Apr 2015,Comprehensive,Petrol,5 Seats,"26,000 Kms",Ahmedabad,First Owner,1198 cc,Manual,2015,1198 cc,86.7 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2020 Hyundai Creta 1.6 EX Petrol,₹7.50 Lakh,Ahmedabad,2020,Expired,Petrol,5 Seats,"40,000 Kms",Ahmedabad,First Owner,1591 cc,Manual,2020,1591 cc,121.3 bhp,15.8 kmpl,Petrol,,,,FWD,,,,,,,,
2023 Mahindra Bolero B6 BSVI,₹10.75 Lakh,"Naranpura, Ahmedabad",Sept 2023,Comprehensive,Diesel,7 Seats,"6,000 Kms",Ahmedabad,First Owner,1493 cc,Manual,2023,1493 cc,74.96 bhp,16 kmpl,Diesel,,,,RWD,,,,,,,,
2016 Honda City V MT,₹5.46 Lakh,"Gota, Ahmedabad",Oct 2016,Comprehensive,Petrol,5 Seats,"45,983 Kms",Ahmedabad,First Owner,1497 cc,Manual,2016,1497 cc,116.3 bhp,16.8 kmpl,Petrol,,,,,,,,,,,,
2017 Maruti Vitara Brezza VDi Option,₹7.50 Lakh,"Naranpura Vistar, Ahmedabad",Jan 2018,Comprehensive,Diesel,5 Seats,"40,000 Kms",Ahmedabad,First Owner,1248 cc,Manual,2017,1248 cc,88.5 bhp,24.3 kmpl,,,,,FWD,,198mm,,,,,,
2023 Audi Q3 Premium Plus,₹39.50 Lakh,"Bhadaj, Ahmedabad",Aug 2023,Expired,Petrol,5 Seats,"11,519 Kms",Gandhinagar,First Owner,1984 cc,Automatic,2023,1984 cc,187.74 bhp,10.14 kmpl,Petrol,,,5,AWD,,,,,,,,
2012 Maruti Alto 800 LXI,₹1.28 Lakh,Ahmedabad,2012,Expired,Petrol,5 Seats,"70,000 Kms",Ahmedabad,Third Owner,796 cc,Manual,2012,796 cc,47.3 bhp,22.74 kmpl,Petrol,,3395mm,,,,,,,,,,
2014 Tata Zest Revotron 1.2 XT,₹2.40 Lakh,"Sardarnagar, Ahmedabad",Nov 2014,Expired,Petrol,5 Seats,"61,000 Kms",Mandvi (Kachchh),Second Owner,1193 cc,Manual,2014,1193 cc,88.7 bhp,17.57 kmpl,Petrol,2,,,,,,,,,,,
2016 Toyota Fortuner 2.8 2WD AT BSIV,₹13.50 Lakh,Ahmedabad,2016,Expired,Diesel,7 Seats,"1,60,000 Kms",,First Owner,2755 cc,Automatic,2016,2755 cc,174.5 bhp,12.9 kmpl,,,,7,RWD,,220mm,,,,,,
2019 Kia Seltos HTX Diesel,₹10 Lakh,Ahmedabad,2019,Expired,Diesel,5 Seats,"1,00,000 Kms",Vadodara,First Owner,1493 cc,Manual,2019,1493 cc,113.43 bhp,20.8 kmpl,Diesel,,,5,FWD,,,,,,,,
2016 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹3.65 Lakh,"Gota, Ahmedabad",Nov 2016,Comprehensive,Petrol,5 Seats,"30,714 Kms",Ahmedabad,Second Owner,1197 cc,Manual,2016,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
2020 MG Hector Sharp DCT,₹11.27 Lakh,"Mumatpura, Ahmedabad",Jun 2020,Comprehensive,Petrol,5 Seats,"50,184 Kms",Vadodara,First Owner,1451 cc,Automatic,2020,1451 cc,141 bhp,13.96 kmpl,,,,5,FWD,,183mm,,,,,,
2020 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹5.45 Lakh,"Gota, Ahmedabad",Oct 2020,Comprehensive,Petrol,5 Seats,"33,201 Kms",Ahmedabad,First Owner,1197 cc,Manual,2020,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
2017 Maruti Swift Dzire AMT VDI,₹5.95 Lakh,"Vasna, Ahmedabad",Mar 2018,Expired,Diesel,5 Seats,"67,000 Kms",Gandhinagar,Second Owner,1248 cc,Automatic,2017,1248 cc,74.02 bhp,28.4 kmpl,Diesel,2,,,,,,,,,,,
2017 Ford Ecosport 1.5 TDCi Titanium Plus BSIV,₹4.35 Lakh,Ahmedabad,2017,Expired,Diesel,5 Seats,"1,50,000 Kms",Rajkot,Second Owner,1498 cc,Manual,2017,1498 cc,98.59 bhp,22.77 kmpl,,,,,FWD,,200mm,,,,,,
2015 Honda Brio S MT,₹2.25 Lakh,"Sardarnagar, Ahmedabad",Mar 2015,Expired,Petrol,5 Seats,"40,000 Kms",Bharuch,Second Owner,1198 cc,Manual,2015,1198 cc,86.8 bhp,19.4 kmpl,Petrol,,3610mm,,,,,,,,,,
2017 Maruti Swift Dzire AMT VDI,₹5.75 Lakh,"Abasana, Ahmedabad",Aug 2017,Expired,Diesel,5 Seats,"66,500 Kms",Ahmedabad,First Owner,1248 cc,Automatic,2017,1248 cc,74.02 bhp,28.4 kmpl,Diesel,2,,,,,,,,,,,
2017 Hyundai Creta 1.6 CRDi AT SX Plus,₹9.50 Lakh,"Naranpura Vistar, Ahmedabad",Aug 2017,Expired,Diesel,5 Seats,"58,000 Kms",Ahmedabad,First Owner,1582 cc,Automatic,2017,1582 cc,126.2 bhp,17.01 kmpl,,,,5,FWD,,190mm,,,,,,
2017 Maruti Vitara Brezza ZDi Plus,₹7.37 Lakh,"Naroda, Ahmedabad",May 2017,Third Party,Diesel,5 Seats,"76,023 Kms",Gandhinagar,Second Owner,1248 cc,Manual,2017,1248 cc,88.5 bhp,24.3 kmpl,,,,,FWD,,198mm,,,,,,
2018 Maruti Ciaz Delta Diesel,₹5.61 Lakh,"Gota, Ahmedabad",Nov 2018,Comprehensive,Diesel,5 Seats,"70,497 Kms",Ahmedabad,Second Owner,1248 cc,Automatic,2018,1248 cc,88.50 bhp,28.09 kmpl,Diesel,2,,,,,,,,,,,
2017 Hyundai Xcent 1.2 VTVT E Plus,₹3 Lakh,Ahmedabad,2017,Expired,Petrol,5 Seats,"50,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2017,,,,,,,,,,,,,,,,
2015 Volkswagen Polo Exquisite 1.5 TDI Highline,₹3.99 Lakh,"Vasna, Ahmedabad",Jun 2016,Expired,Diesel,5 Seats,"71,200 Kms",Ahmedabad,Second Owner,1498 cc,Manual,2015,1498 cc,88.7 bhp,20.14 kmpl,Diesel,,3971mm,,,,,,,,,,
2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹4.23 Lakh,"Naroda, Ahmedabad",May 2019,Comprehensive,Petrol,5 Seats,"67,352 Kms",Mehsana,Second Owner,1197 cc,Manual,2019,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
2021 Hyundai Venue S Diesel,₹8.65 Lakh,"Bopal, Ahmedabad",Jan 2021,Comprehensive,Diesel,5 Seats,"84,000 Kms",Ahmedabad,First Owner,1493 cc,Manual,2021,1493 cc,98.6 bhp,23.7 kmpl,Diesel,,,,FWD,,,,,,,,
2018 Maruti Swift Dzire VDI,₹6.50 Lakh,"Naranpura Vistar, Ahmedabad",Oct 2018,Third Party,Diesel,5 Seats,"66,000 Kms",patan,Second Owner,1248 cc,Manual,2018,1248 cc,74.02 bhp,28.4 kmpl,Diesel,2,,,,,,,,,,,
2018 Hyundai Santro Sportz AMT BSIV,₹4.18 Lakh,"Mumatpura, Ahmedabad",Dec 2018,Comprehensive,Petrol,5 Seats,"34,405 Kms",Ahmedabad,First Owner,1086 cc,Automatic,2018,1086 cc,68 bhp,20.3 kmpl,Petrol,2,,,,,,,,,,,
2014 Audi Q3 35 TDI Quattro Premium,₹8.30 Lakh,Ahmedabad,2014,Expired,Diesel,5 Seats,"1,50,000 Kms",Vadodara,Fifth Owner,1968 cc,Automatic,2014,1968 cc,174.33 bhp,,Diesel,,,5,AWD,212 kmph,,,,,,,
2019 Honda City i-VTEC CVT VX,₹7.53 Lakh,"Mumatpura, Ahmedabad",Mar 2019,Zero Dep,Petrol,5 Seats,"69,874 Kms",Ahmedabad,First Owner,1497 cc,Automatic,2019,1497 cc,117.6 bhp,18 kmpl,Petrol,2,,,,,,,,,,,
2017 BMW X1 sDrive20d Expedition,₹18.75 Lakh,"Makarba, Ahmedabad",Dec 2017,Expired,Diesel,5 Seats,"86,000 Kms",Ahmedabad,First Owner,1995 cc,Automatic,2017,1995 cc,188 bhp,,Diesel,,,5,FWD,222 kmph,,,,,,,
2013 Maruti Swift Dzire ZXI,₹3.50 Lakh,Ahmedabad,2013,Expired,Petrol,5 Seats,"40,000 Kms",Mumbai,First Owner,1197 cc,Manual,2013,1197 cc,85.8 bhp,19.1 kmpl,Petrol,,,,,,,,,,,,
2019 Honda Amaze V CVT Petrol,₹6.47 Lakh,"Gota, Ahmedabad",Jun 2019,Comprehensive,Petrol,5 Seats,"47,970 Kms",Ahmedabad,First Owner,1199 cc,Automatic,2019,1199 cc,88.76 bhp,18.3 kmpl,Petrol,2,,,,,,,,,,,
2015 BMW X5 xDrive 30d,₹27.90 Lakh,"Chattarpur, New Delhi",Jan 2015,Comprehensive,Diesel,5 Seats,"98,000 Kms",Ghaziabad,First Owner,2993 cc,Automatic,2015,2993 cc,258 bhp,,Diesel,,,,AWD,,,,,,,,
2023 Renault Kiger RXZ,₹6.75 Lakh,Ahmedabad,2023,Expired,Petrol,5 Seats,"10,000 Kms",Ahmedabad,Second Owner,999 cc,Manual,2023,999 cc,71.01 bhp,19.17 kmpl,Petrol,,,,,,205,,,,,,
2020 Maruti Swift AMT VXI BSIV,₹6.35 Lakh,"Ghatlodia, Ahmedabad",Jun 2020,Comprehensive,Petrol,5 Seats,"52,000 Kms",Ahmedabad,First Owner,1197 cc,Automatic,2020,1197 cc,81.80 bhp,22 kmpl,Petrol,,3840mm,,,,,,,,,,
2019 Tata Tigor 1.2 Revotron XZ,₹4.65 Lakh,Ahmedabad,2019,Expired,Petrol,5 Seats,"30,000 Kms",Ahmedabad,First Owner,1199 cc,Manual,2019,1199 cc,84 bhp,20.3 kmpl,Petrol,,,,,,,,,,,,
2017 Maruti Swift Dzire VDI,₹5.55 Lakh,"Naranpura Vistar, Ahmedabad",Jun 2017,Comprehensive,Diesel,5 Seats,"77,000 Kms",Ahmedabad,Second Owner,1248 cc,Manual,2017,1248 cc,74 bhp,26.59 kmpl,Diesel,,,,,,,,,,,,
2020 Maruti Swift VXI,₹5.57 Lakh,"Gota, Ahmedabad",Jan 2021,Comprehensive,Petrol,5 Seats,"32,287 Kms",Ahmedabad,First Owner,1197 cc,Manual,2020,1197 cc,85.8 bhp,18.6 kmpl,Petrol,,3850mm,,,,,,,,,,
2018 Maruti Baleno 1.2 Delta,₹4.11 Lakh,"Vastral, Ahmedabad",Jul 2018,Expired,Petrol,5 Seats,"69,500 Kms",Ahmedabad,First Owner,1197 cc,Manual,2018,1197 cc,83.1 bhp,21.4 kmpl,Petrol,,3995mm,,,,,,,,,,
2016 Hyundai Xcent 1.2 Kappa S,₹3.95 Lakh,"Makarba, Ahmedabad",Sept 2017,Expired,Petrol,5 Seats,"76,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2016,,,,,,,,,,,,,,,,
2017 Maruti Swift Dzire AMT ZDI,₹6.25 Lakh,"Naranpura Vistar, Ahmedabad",May 2017,Third Party,Diesel,5 Seats,"57,000 Kms",Ahmedabad,First Owner,1248 cc,Automatic,2017,,,,,,,,,,,,,,,,
2014 Renault Duster Petrol RxL,₹3.61 Lakh,"Naranpura Vistar, Ahmedabad",Apr 2014,Comprehensive,Petrol,5 Seats,"40,000 Kms",Bharuch,Second Owner,1598 cc,Manual,2014,1598 cc,102.57 bhp,13.24 kmpl,,,,,FWD,,205mm,,,,,,
